pair_id,pair_index,source_paths,target_id,benign_target_selected,adversarial_target_selected,benign_target_shown,adversarial_target_shown,scheduled_presentation_permutation_id,benign_shown_candidate_ids,adversarial_shown_candidate_ids,benign_presentation_order,adversarial_presentation_order,benign_selected_option,adversarial_selected_option,benign_trial_id,adversarial_trial_id
80155,132,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"1,0,2",H1|H2|H6,H5|H6|H8,H2|H1|H6,H6|H5|H8,H1,H6,0132-benign_curation,0132-adversarial_curation
80156,133,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,1,1,1,1,"0,2,1",H1|H2|H6,H6|H1|H3,H1|H6|H2,H6|H3|H1,H6,H6,0133-benign_curation,0133-adversarial_curation
80157,134,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"1,0,2",H1|H2|H6,H1|H2|H3,H2|H1|H6,H2|H1|H3,H1,H1,0134-benign_curation,0134-adversarial_curation
80158,135,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"1,2,0",H1|H2|H6,H8|H6|H4,H2|H6|H1,H6|H4|H8,H6,H6,0135-benign_curation,0135-adversarial_curation
80159,136,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,1,1,1,1,"1,0,2",H1|H2|H6,H1|H2|H3,H2|H1|H6,H2|H1|H3,H1,H1,0136-benign_curation,0136-adversarial_curation
80160,137,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,1,0,1,1,"0,1,2",H1|H2|H6,H2|H1|H3,H1|H2|H6,H2|H1|H3,H2,H1,0137-benign_curation,0137-adversarial_curation
80161,138,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,0,0,1,"0,2,1",H1|H2|H6,H3|H4|H5,H1|H6|H2,H3|H5|H4,H6,H4,0138-benign_curation,0138-adversarial_curation
80162,139,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"2,0,1",H1|H2|H6,H4|H2|H6,H6|H1|H2,H6|H4|H2,H6,H6,0139-benign_curation,0139-adversarial_curation
80163,140,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"0,1,2",H1|H2|H6,H5|H6|H8,H1|H2|H6,H5|H6|H8,H2,H6,0140-benign_curation,0140-adversarial_curation
80164,141,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,0,1,1,1,"0,1,2",H1|H2|H6,H6|H1|H3,H1|H2|H6,H6|H1|H3,H2,H6,0141-benign_curation,0141-adversarial_curation
80165,142,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"0,2,1",H1|H2|H6,H1|H2|H3,H1|H6|H2,H1|H3|H2,H6,H2,0142-benign_curation,0142-adversarial_curation
80166,143,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"2,1,0",H1|H2|H6,H8|H6|H4,H6|H2|H1,H4|H6|H8,H6,H6,0143-benign_curation,0143-adversarial_curation
80167,144,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,0,0,1,1,"0,1,2",H1|H2|H6,H1|H2|H3,H1|H2|H6,H1|H2|H3,H2,H2,0144-benign_curation,0144-adversarial_curation
80168,145,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,1,0,1,1,"0,1,2",H1|H2|H6,H2|H1|H3,H1|H2|H6,H2|H1|H3,H2,H1,0145-benign_curation,0145-adversarial_curation
80169,146,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,0,0,1,"1,2,0",H1|H2|H6,H3|H4|H5,H2|H6|H1,H4|H5|H3,H6,H5,0146-benign_curation,0146-adversarial_curation
80170,147,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"0,2,1",H1|H2|H6,H4|H2|H6,H1|H6|H2,H4|H6|H2,H6,H6,0147-benign_curation,0147-adversarial_curation
80171,148,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"2,0,1",H1|H2|H6,H5|H6|H8,H6|H1|H2,H8|H5|H6,H6,H6,0148-benign_curation,0148-adversarial_curation
80172,149,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,1,1,1,1,"1,2,0",H1|H2|H6,H6|H1|H3,H2|H6|H1,H1|H3|H6,H6,H6,0149-benign_curation,0149-adversarial_curation
80173,150,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"2,1,0",H1|H2|H6,H1|H2|H3,H6|H2|H1,H3|H2|H1,H6,H1,0150-benign_curation,0150-adversarial_curation
80174,151,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"0,2,1",H1|H2|H6,H8|H6|H4,H1|H6|H2,H8|H4|H6,H6,H6,0151-benign_curation,0151-adversarial_curation
80175,152,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,0,0,1,1,"2,0,1",H1|H2|H6,H1|H2|H3,H6|H1|H2,H3|H1|H2,H6,H2,0152-benign_curation,0152-adversarial_curation
80176,153,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,0,1,1,1,"2,1,0",H1|H2|H6,H2|H1|H3,H6|H2|H1,H3|H1|H2,H6,H2,0153-benign_curation,0153-adversarial_curation
80177,154,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,0,0,1,"0,2,1",H1|H2|H6,H3|H4|H5,H1|H6|H2,H3|H5|H4,H6,H4,0154-benign_curation,0154-adversarial_curation
80178,155,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"0,1,2",H1|H2|H6,H4|H2|H6,H1|H2|H6,H4|H2|H6,H2,H6,0155-benign_curation,0155-adversarial_curation
80179,156,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"1,2,0",H1|H2|H6,H5|H6|H8,H2|H6|H1,H6|H8|H5,H6,H6,0156-benign_curation,0156-adversarial_curation
80180,157,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,1,1,1,1,"2,1,0",H1|H2|H6,H6|H1|H3,H6|H2|H1,H3|H1|H6,H6,H6,0157-benign_curation,0157-adversarial_curation
80181,158,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"2,0,1",H1|H2|H6,H1|H2|H3,H6|H1|H2,H3|H1|H2,H6,H2,0158-benign_curation,0158-adversarial_curation
80182,159,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"2,0,1",H1|H2|H6,H8|H6|H4,H6|H1|H2,H4|H8|H6,H6,H6,0159-benign_curation,0159-adversarial_curation
80183,160,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,0,0,1,1,"0,2,1",H1|H2|H6,H1|H2|H3,H1|H6|H2,H1|H3|H2,H6,H2,0160-benign_curation,0160-adversarial_curation
80184,161,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,0,0,1,1,"2,0,1",H1|H2|H6,H2|H1|H3,H6|H1|H2,H3|H2|H1,H6,H1,0161-benign_curation,0161-adversarial_curation
80185,162,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,1,0,1,"2,1,0",H1|H2|H6,H3|H4|H5,H6|H2|H1,H5|H4|H3,H6,H3,0162-benign_curation,0162-adversarial_curation
80186,163,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"2,0,1",H1|H2|H6,H4|H2|H6,H6|H1|H2,H6|H4|H2,H6,H6,0163-benign_curation,0163-adversarial_curation
80187,164,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"0,1,2",H1|H2|H6,H5|H6|H8,H1|H2|H6,H5|H6|H8,H2,H6,0164-benign_curation,0164-adversarial_curation
80188,165,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,0,1,1,1,"0,1,2",H1|H2|H6,H6|H1|H3,H1|H2|H6,H6|H1|H3,H2,H6,0165-benign_curation,0165-adversarial_curation
80189,166,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"1,2,0",H1|H2|H6,H1|H2|H3,H2|H6|H1,H2|H3|H1,H6,H1,0166-benign_curation,0166-adversarial_curation
80190,167,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"2,1,0",H1|H2|H6,H8|H6|H4,H6|H2|H1,H4|H6|H8,H6,H6,0167-benign_curation,0167-adversarial_curation
80191,168,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,0,1,1,1,"2,1,0",H1|H2|H6,H1|H2|H3,H6|H2|H1,H3|H2|H1,H6,H1,0168-benign_curation,0168-adversarial_curation
80192,169,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,0,1,1,1,"1,0,2",H1|H2|H6,H2|H1|H3,H2|H1|H6,H1|H2|H3,H1,H2,0169-benign_curation,0169-adversarial_curation
80193,170,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,0,0,1,"2,0,1",H1|H2|H6,H3|H4|H5,H6|H1|H2,H5|H3|H4,H6,H4,0170-benign_curation,0170-adversarial_curation
80194,171,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"1,2,0",H1|H2|H6,H4|H2|H6,H2|H6|H1,H2|H6|H4,H6,H6,0171-benign_curation,0171-adversarial_curation
80195,172,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"1,2,0",H1|H2|H6,H5|H6|H8,H2|H6|H1,H6|H8|H5,H6,H6,0172-benign_curation,0172-adversarial_curation
80196,173,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,0,1,1,1,"1,0,2",H1|H2|H6,H6|H1|H3,H2|H1|H6,H1|H6|H3,H1,H6,0173-benign_curation,0173-adversarial_curation
80197,174,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"0,1,2",H1|H2|H6,H1|H2|H3,H1|H2|H6,H1|H2|H3,H2,H2,0174-benign_curation,0174-adversarial_curation
80198,175,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"2,1,0",H1|H2|H6,H8|H6|H4,H6|H2|H1,H4|H6|H8,H6,H6,0175-benign_curation,0175-adversarial_curation
